"source_block","brand","product_line_model","source_sku_reference","category","configuration_family","configuration_raw","needle_diameter_mm","needle_diameter_raw","needle_count","needle_count_raw","taper","presentation","application","brazil_market_evidence","source_reference","variant_level","data_status","sort_category","sort_brand","sort_line","sort_configuration","sort_count","sort_diameter"
"Cartuchos Cheyenne","Cheyenne","Capillary — Round Liner / Premium Liner","CART-672 (SKU do distribuidor; não é SKU do fabricante)","Cartucho com reservatório capilar; liner","","1RL: 0,20, 0,25, 0,30, 0,35, 0,40; 3RL: 0,25 e 0,30; 5RL: 0,25 e 0,30; 7RL: 0,25 e 0,30; 9RL: 0,30; 11RL: 0,35; 15RL: 0,30","0.40","#6 / 0,20; #8 / 0,25; #10 / 0,30; #12 / 0,35; #14 / 0,40 mm","15","1, 3, 5, 7, 9, 11, 15","Super Long Taper, 5,5 mm","Caixa estéril de 20","Linhas precisas e omnidirecionais; fabricante informa até 10× mais fluxo de tinta e distribuição uniforme","","[Cheyenne Capillary][7]; [Ultimate — Capillary RL][8]","variação extraída","Fonte técnica modelada","cartucho com reservatório capilar; liner","cheyenne","capillary — round liner / premium liner","999","015","000.4"
"Cartuchos Cheyenne","Cheyenne","Capillary — Textured Liner","não publicado","Cartucho com reservatório capilar; liner texturizado","RL / Liner","Textured Liner 0,30 mm aparece em listagem de distribuidor","0.30","0,30 mm","","7 (listagem TATSoul)","não publicado","Caixa de 20","Linhas com textura; uso usual, confirmar com fabricante","","[TATSoul — Capillary Liner][10]; [Cheyenne Capillary][7]","família/modelo","Fonte técnica modelada","cartucho com reservatório capilar; liner texturizado","cheyenne","capillary — textured liner","010","999","000.3"
"Cartuchos Cheyenne","Cheyenne","Capillary — Magnum","não publicado","Cartucho com reservatório capilar; magnum","Magnum","Magnum; a fonte comercial consultada identifica a família, mas não expõe matriz completa de variantes","0.35","0,35 mm confirmado em listagem TATSoul para Magnum Soft Edge; demais diâmetros não publicados nesta consulta","","não publicado","não publicado","Caixa de 20","Preenchimento; uso usual, confirmar com fabricante","","[Cheyenne Capillary][7]; [TATSoul — Cheyenne][6]","família/modelo","Fonte técnica modelada","cartucho com reservatório capilar; magnum","cheyenne","capillary — magnum","040","999","00.35"
"Cartuchos Cheyenne","Cheyenne","Capillary — Open Round Liner","não publicado","Cartucho com reservatório capilar; open liner","","5RL #10 / 0,30; 7RL #12 / 0,35; variantes publicadas pela Ultimate","0.35","0,30 e 0,35 mm","","5 e 7","Super Long Taper, 5,5 mm","Caixa de 20","Linhas abertas; uso usual, confirmar com fabricante","","[Ultimate — Capillary RL][8]","família/modelo","Fonte técnica modelada","cartucho com reservatório capilar; open liner","cheyenne","capillary — open round liner","999","999","00.35"
"Cartuchos Cheyenne","Cheyenne","Capillary — Power Open Round Liner","não publicado","Cartucho com reservatório capilar; power/open liner","","9RL, 15RL e 21RL; #14 / 0,40 mm","0.40","0,40 mm","9","9, 15, 21","Super Long Taper, 5,5 mm","Caixa de 20","Linhas largas/encorpadas; uso usual, confirmar com fabricante","","[Ultimate — Capillary RL][8]","variação extraída","Fonte técnica modelada","cartucho com reservatório capilar; power/open liner","cheyenne","capillary — power open round liner","999","009","000.4"
"Cartuchos Cheyenne","Cheyenne","Capillary — Power Open Round Liner","não publicado","Cartucho com reservatório capilar; power/open liner","","9RL, 15RL e 21RL; #14 / 0,40 mm","0.40","0,40 mm","15","9, 15, 21","Super Long Taper, 5,5 mm","Caixa de 20","Linhas largas/encorpadas; uso usual, confirmar com fabricante","","[Ultimate — Capillary RL][8]","variação extraída","Fonte técnica modelada","cartucho com reservatório capilar; power/open liner","cheyenne","capillary — power open round liner","999","015","000.4"
"Cartuchos Cheyenne","Cheyenne","Capillary — Power Open Round Liner","não publicado","Cartucho com reservatório capilar; power/open liner","","9RL, 15RL e 21RL; #14 / 0,40 mm","0.40","0,40 mm","21","9, 15, 21","Super Long Taper, 5,5 mm","Caixa de 20","Linhas largas/encorpadas; uso usual, confirmar com fabricante","","[Ultimate — Capillary RL][8]","variação extraída","Fonte técnica modelada","cartucho com reservatório capilar; power/open liner","cheyenne","capillary — power open round liner","999","021","000.4"
"Cartuchos EZ Tattoo, WJX, Mast e Dragonhawk — mercado brasileiro","EZ Tattoo","Revolution — famílias de configuração","não publicado","Cartucho; catálogo de agulhas","RS / Shader","Round Liner, Round Shader, Magnum/Curved Magnum, Flat e outras variações da linha Revolution","","não publicado por família nesta página","","não publicado por família","não publicado","A página oficial informa mais de 100 configurações; apresentação individual depende da ficha","","Linha confirmada no fabricante; presença comercial brasileira não comprovada por distribuidor oficial na pesquisa","EZ Tattoo Supply — Cartridge Needles","família/modelo","Fonte técnica modelada","cartucho; catálogo de agulhas","ez tattoo","revolution — famílias de configuração","020","999","00099"
"Cartuchos EZ Tattoo, WJX, Mast e Dragonhawk — mercado brasileiro","WJX","Ultimate — Curved Magnum RM-2","não publicado","Cartucho; Curved Magnum","Magnum","RM-2","0.30","0,30 mm","","2 (código RM-2; o número representa a configuração publicada)","3,5 mm","Caixa com 20","","Confirmada na loja oficial Dragonhawk; presença brasileira comercial localizada, especificação local não confirmada","Dragonhawk Official — WJX Ultimate RM-2","família/modelo","Referência técnica — validar Brasil/SKU","cartucho; curved magnum","wjx","ultimate — curved magnum rm-2","040","999","000.3"
"Cartuchos EZ Tattoo, WJX, Mast e Dragonhawk — mercado brasileiro","Dragonhawk","DragonhawkLabs assorted","não publicado","Cartucho; kit misto","","1RL, 3RL, 5RL, 7RM e 9RM; a ficha de marketplace reconhecido informa 5 tamanhos × 10 unidades","0.30","0,30 mm (#10) na ficha publicada","","1, 3, 5, 7, 9 conforme códigos","não publicado","50 cartuchos (5 × 10)","","Produto comercializado internacionalmente; presença brasileira não confirmada por fonte oficial","Amazon — DragonhawkLabs 50 pcs","família/modelo","Referência técnica — validar Brasil/SKU","cartucho; kit misto","dragonhawk","dragonhawklabs assorted","999","999","000.3"
"Cartuchos Cheyenne","Cheyenne","Craft — Liner","CART-818 a CART-822 (distribuidor; SKU individual por variante)","Cartucho; liner","RL / Liner","Round Liner: 3, 5, 7, 9, 13; configurações publicadas pelo distribuidor","0.30","#10 / 0,30 mm","3","3, 5, 7, 9, 13","não publicado na página consultada","Caixa estéril de 20; uso único","Linhas; uso usual, confirmar com fabricante","","[Cheyenne Craft][1]; [Painful Pleasures — Craft][2]","variação extraída","Fonte técnica modelada","cartucho; liner","cheyenne","craft — liner","010","003","000.3"
"Cartuchos Cheyenne","Cheyenne","Craft — Liner","CART-818 a CART-822 (distribuidor; SKU individual por variante)","Cartucho; liner","RL / Liner","Round Liner: 3, 5, 7, 9, 13; configurações publicadas pelo distribuidor","0.30","#10 / 0,30 mm","5","3, 5, 7, 9, 13","não publicado na página consultada","Caixa estéril de 20; uso único","Linhas; uso usual, confirmar com fabricante","","[Cheyenne Craft][1]; [Painful Pleasures — Craft][2]","variação extraída","Fonte técnica modelada","cartucho; liner","cheyenne","craft — liner","010","005","000.3"
"Cartuchos Cheyenne","Cheyenne","Craft — Liner","CART-818 a CART-822 (distribuidor; SKU individual por variante)","Cartucho; liner","RL / Liner","Round Liner: 3, 5, 7, 9, 13; configurações publicadas pelo distribuidor","0.30","#10 / 0,30 mm","7","3, 5, 7, 9, 13","não publicado na página consultada","Caixa estéril de 20; uso único","Linhas; uso usual, confirmar com fabricante","","[Cheyenne Craft][1]; [Painful Pleasures — Craft][2]","variação extraída","Fonte técnica modelada","cartucho; liner","cheyenne","craft — liner","010","007","000.3"
"Cartuchos Cheyenne","Cheyenne","Craft — Liner","CART-818 a CART-822 (distribuidor; SKU individual por variante)","Cartucho; liner","RL / Liner","Round Liner: 3, 5, 7, 9, 13; configurações publicadas pelo distribuidor","0.30","#10 / 0,30 mm","9","3, 5, 7, 9, 13","não publicado na página consultada","Caixa estéril de 20; uso único","Linhas; uso usual, confirmar com fabricante","","[Cheyenne Craft][1]; [Painful Pleasures — Craft][2]","variação extraída","Fonte técnica modelada","cartucho; liner","cheyenne","craft — liner","010","009","000.3"
"Cartuchos Cheyenne","Cheyenne","Craft — Liner","CART-818 a CART-822 (distribuidor; SKU individual por variante)","Cartucho; liner","RL / Liner","Round Liner: 3, 5, 7, 9, 13; configurações publicadas pelo distribuidor","0.30","#10 / 0,30 mm","13","3, 5, 7, 9, 13","não publicado na página consultada","Caixa estéril de 20; uso único","Linhas; uso usual, confirmar com fabricante","","[Cheyenne Craft][1]; [Painful Pleasures — Craft][2]","variação extraída","Fonte técnica modelada","cartucho; liner","cheyenne","craft — liner","010","013","000.3"
"Cartuchos Cheyenne","Cheyenne","Safety — Open Liner","SKU não publicado","Cartucho; liner especial","RL / Liner","Open Liner; opções de 5 e 7 são publicadas para Capillary, enquanto Safety confirma a existência da variação, mas não a matriz completa nesta consulta","","não publicado por variante Safety consultada","","não publicado por variante Safety consultada","não publicado","Caixa de 20 quando comercializada","Linhas abertas/fluxo visual específico; uso usual, confirmar com fabricante","","[Cheyenne Safety][4]","família/modelo","Fonte técnica modelada","cartucho; liner especial","cheyenne","safety — open liner","010","999","00099"
"Cartuchos Cheyenne","Cheyenne","Safety — Round Liner / Premium Liner","SKU Cheyenne não publicado nas páginas consultadas; distribuidor usa C20-RL","Cartucho; liner, inclusive Premium Liner","Textured / Whip","1RL, 3RL, 5RL, 7RL, 9RL, 11RL, 13RL, 15RL; também variantes Textured, Power e Open Round publicadas em revenda","","0,25; 0,30; 0,35; 0,40 mm; 0,20 mm aparece em Capillary, não confirmar para Safety sem ficha específica","","1 a 15 conforme configuração publicada","Medium Taper, Super Long Taper; Premium Liner com taper mais longo; Textured e Power quando publicados","Caixa estéril individualizada de 20; uso único","Linhas e detalhes; uso usual, confirmar com fabricante","","[Cheyenne Safety][4]; [Nordic — Safety RL][5]","família/modelo","Fonte técnica modelada","cartucho; liner, inclusive premium liner","cheyenne","safety — round liner / premium liner","070","999","00099"
"Cartuchos EZ Tattoo, WJX, Mast e Dragonhawk — mercado brasileiro","Mast","Hyperink","não publicado","Cartucho; linha Mast","","Configurações não publicadas na fonte consultada","","não publicado","","não publicado","não publicado","Caixa de 20 indicada no catálogo Dragonhawk","","Linha publicada na loja oficial Dragonhawk; presença brasileira não confirmada na pesquisa","Dragonhawk Official — Mast cartridges","família/modelo","Referência técnica — validar Brasil/SKU","cartucho; linha mast","mast","hyperink","999","999","00099"
"Cartuchos EZ Tattoo, WJX, Mast e Dragonhawk — mercado brasileiro","Mast","Cyber","não publicado","Cartucho; linha Mast Cyber","","Configurações não publicadas na fonte consultada","","não publicado","","não publicado","não publicado","apresentação não publicada","","Linha publicada na loja oficial Dragonhawk; presença brasileira não confirmada","Dragonhawk Official — Mast Cyber","família/modelo","Referência técnica — validar Brasil/SKU","cartucho; linha mast cyber","mast","cyber","999","999","00099"
"Cartuchos EZ Tattoo, WJX, Mast e Dragonhawk — mercado brasileiro","Dragonhawk","Dragonhawk Cartridges","não publicado","Cartucho; linha própria","","Catálogo oficial separa Dragonhawk Cartridges, DragonhawkLabs, Glide, Finger Ledge, Extreme e Arenahawk","","não publicado por família na página de categoria","","não publicado por família","não publicado por família","varia por SKU","","Linha e categorias confirmadas na loja oficial Dragonhawk; presença comercial brasileira localizada em revendedor, mas não equivale a distribuição oficial","Dragonhawk Official — Tattoo Needles","família/modelo","Fonte técnica modelada","cartucho; linha própria","dragonhawk","dragonhawk cartridges","999","999","00099"
"Cartuchos EZ Tattoo, WJX, Mast e Dragonhawk — mercado brasileiro","Dragonhawk","Extreme","não publicado","Cartucho; linha própria","Magnum","Categoria publicada; ficha consultada menciona Magnum 0,35 mm","0.35","0,35 mm na listagem localizada","","não publicado","não publicado","Caixa de 20 na listagem localizada","","Linha confirmada na loja oficial; presença brasileira não confirmada","Dragonhawk Official — Extreme cartridges","família/modelo","Referência técnica — validar Brasil/SKU","cartucho; linha própria","dragonhawk","extreme","040","999","00.35"
"Cartuchos EZ Tattoo, WJX, Mast e Dragonhawk — mercado brasileiro","Mast","Mast Pro","não publicado","Cartucho; linhas e shaders","RS / Shader","Round Liner, Round Shader, Magnum/Curved Magnum e Flat; catálogo oficial brasileiro confirma a linha","0.35","não publicado na página Mast Brasil; distribuidores reconhecidos listam 0,18, 0,30 e 0,35 mm em modelos específicos","","varia por referência; não consolidar sem SKU individual","não publicado na página Mast Brasil; fichas Dragonhawk publicam 5 mm em algumas magnums","Usualmente caixa de 20 nas fichas de produto; confirmar por SKU","","Presença brasileira confirmada no site Mast Brasil e loja Prodigy; especificações variam por SKU","Mast Brasil — Produtos","família/modelo","Fonte técnica modelada","cartucho; linhas e shaders","mast","mast pro","020","999","00.35"
